overall_volume_rank,combined_popularity_score,pos_code,pos_name,pos_category,sku_family,pos_customer_price_est,pos_price_ex_tax,current_zomato_menu_match,current_zomato_price,current_swiggy_workbook_match,current_swiggy_workbook_price,swiggy_volume_rank,swiggy_best_match,swiggy_best_match_orders,swiggy_best_match_units,swiggy_best_match_aov,swiggy_best_match_price,swiggy_cg_cuisine,swiggy_dish_family,swiggy_primary_cuisine,swiggy_item_category,swiggy_is_combo,swiggy_veg_flag,swiggy_match_confidence,zomato_ov_rank,zomato_best_match,zomato_primary_cuisine,zomato_best_match_avg_price,zomato_match_confidence,swiggy_volume_price,zomato_rank_adjusted_price,raw_volume_customer_price,suggested_volume_customer_price,price_derivation_source,price_vs_pos_customer_diff,price_vs_pos_customer_diff_pct,price_action_read,execution_mapping_gate,swiggy_top_similar_items,zomato_top_similar_items,match_notes
130,7.44,HE-1217,Chapathi,Indian Breads,other,20,19.05,Chapathi,20.0,Chapathi,30.0,561,chapathi,16,44,134.75,49.0,Biryani,ROTI,Biryani,breads & parottas,,1.0,HIGH,43,chapati,North Indian,28.0,LOW,49.0,28.0,44.27,39,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.95,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chapathi @ 49 (rank 561, score 1.00) | chapathi (1 no) @ 49 (rank 811, score 0.81) | chapati @ 25 (rank 3200, score 0.47)","chapati @ 28 (rank 43, score 0.47) | hariyali tangdi @ 165 (rank 10, score 0.29) | khamiri @ 50 (rank 22, score 0.27)",Exact/direct
131,6.6,,Extra Mayo,Extras,other,20,19.05,,,,,125,extra salad,77,86,22.34,20.0,Chaat/Street Food/Mithai,SALAD,North Indian,extras,,1.0,LOW,48,extra mandi rice,Biryani,269.0,LOW,45.0,269.0,125.7,119,swiggy_weighted_median_plus_zomato_rank_adjusted,99,4.95,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"extra salad @ 20 (rank 125, score 0.58) | extra chole @ 100 (rank 137, score 0.58) | extra hummus @ 99 (rank 656, score 0.57)","extra mandi rice @ 269 (rank 48, score 0.53) | prawns fry @ 330 (rank 13, score 0.27) | raita @ 26 (rank 27, score 0.27)",Family/similar-market mapping; review before portal execution
132,6.43,HE-CM02-1,[HE-CM02-1] CM2 For You — Rice+Dal+Brain+Kulcha,Indian,combo_rice_curry,349,332.38,,,,,2693,ghee rice with mutton butter masala - combo,1,1,289.0,289.0,Biryani,OTHER RICE VARIETIES,Biryani,ipl combos,,,WEAK,23,kulcha,Mughlai,39.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"ghee rice with mutton butter masala - combo @ 289 (rank 2693, score 0.36) | high fiber mutton biryani with brown rice (serves 1 (2 pcs)) @ 499 (rank 1944, score 0.30) | kadhi with rice @ 200 (rank 293, score 0.27)","kulcha @ 39 (rank 23, score 0.25)",Family/similar-market mapping; review before portal execution
133,6.43,HE-CM02-2,[HE-CM02-2] CM2 For Two — Rice+Dal+Brain+Kulcha,Indian,combo_rice_curry,669,637.14,,,,,2693,ghee rice with mutton butter masala - combo,1,1,289.0,289.0,Biryani,OTHER RICE VARIETIES,Biryani,ipl combos,,,WEAK,23,kulcha,Mughlai,39.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"ghee rice with mutton butter masala - combo @ 289 (rank 2693, score 0.36) | high fiber mutton biryani with brown rice (serves 1 (2 pcs)) @ 499 (rank 1944, score 0.31) | kadhi with rice @ 200 (rank 293, score 0.28)","kulcha @ 39 (rank 23, score 0.25)",Family/similar-market mapping; review before portal execution
134,6.36,HE-CM02-3,[HE-CM02-3] CM2 For Three — Rice+Dal+Brain+Kulcha,Indian,combo_rice_curry,989,941.9,,,,,2693,ghee rice with mutton butter masala - combo,1,1,289.0,289.0,Biryani,OTHER RICE VARIETIES,Biryani,ipl combos,,,WEAK,23,kulcha,Mughlai,39.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"ghee rice with mutton butter masala - combo @ 289 (rank 2693, score 0.37) | high fiber mutton biryani with brown rice (serves 1 (2 pcs)) @ 499 (rank 1944, score 0.30) | kadhi with rice @ 200 (rank 293, score 0.29)","kulcha @ 39 (rank 23, score 0.24)",Family/similar-market mapping; review before portal execution
135,6.31,HE-1198,Mutton Brain,Mutton Curry,other,160,152.38,Mutton Brain Dry,170.0,,,610,mutton brain fry,14,14,267.86,250.0,North Indian,OTHER DRY STARTERS,Biryani,special,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,250.0,299.0,265.18,269,swiggy_weighted_median_plus_zomato_rank_adjusted,109,0.6813,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton brain fry @ 250 (rank 610, score 0.99) | mutton brain masala @ 250 (rank 2785, score 0.71) | mutton akbari @ 300 (rank 2065, score 0.71)","mutton burra @ 475 (rank 47, score 0.72) | special mutton haleem @ 299 (rank 13, score 0.59) | mutton haleem (gosht) @ 379 (rank 36, score 0.57)",Exact/direct
136,5.95,,Cheesy Fries,Sides,other,150,142.86,,,,,2250,cheesy fries,2,2,159.0,159.0,Burgers/American,FRIES,Biryani,fries & sides,,1.0,HIGH,34,curd rice,North Indian,140.0,WEAK,159.0,,159.0,159,swiggy_weighted_median_only,9,0.06,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"cheesy fries @ 159 (rank 2250, score 1.00) | cheesy peri peri french fries @ 169 (rank 1057, score 0.75) | crispy fries @ 109 (rank 1777, score 0.61)","curd rice @ 140 (rank 34, score 0.30) | curd rice @ 142 (rank 38, score 0.30) | chicken haleem (murg) @ 299 (rank 43, score 0.27)",Exact/direct
137,5.55,HE-1177,Mutton Rogan Josh,Mutton Curry,other,210,200.0,Mutton Rogan Josh,230.0,Mutton Rogan Josh,270.0,730,mutton rogan josh,11,11,295.0,295.0,North Indian,CURRY,Biryani,non veg main course,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,295.0,299.0,296.09,299,swiggy_weighted_median_plus_zomato_rank_adjusted,89,0.4238,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton rogan josh @ 295 (rank 730, score 1.00) | mutton rogan josh @ 800 (rank 1207, score 1.00) | mutton rogan josh @ 600 (rank 1357, score 1.00)","mutton burra @ 475 (rank 47, score 0.61) | mutton haleem (gosht) @ 379 (rank 36, score 0.56) | special mutton haleem @ 299 (rank 13, score 0.54)",Exact/direct
138,5.55,HE-1191,Mutton Pepper Dry,Mutton Starters,other,210,200.0,Mutton Pepper Dry,230.0,Mutton Pepper Dry,270.0,734,mutton pepper dry,11,11,252.36,205.0,North Indian,OTHER DRY STARTERS,North Indian,empire classic dry,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,205.0,299.0,230.68,229,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0905,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton pepper dry @ 205 (rank 734, score 1.00) | mutton dry @ 280 (rank 927, score 0.94) | mutton pepper fry @ 425 (rank 404, score 0.85)","mutton burra @ 475 (rank 47, score 0.61) | special mutton haleem @ 299 (rank 13, score 0.56) | mutton haleem (gosht) @ 379 (rank 36, score 0.54)",Exact/direct
139,5.46,,Water 1 Liter,Bane Marie,other,20,19.05,,,,,2352,water bottle (1 ltr),2,2,24.0,24.0,Chinese/Pan-Asian,BOTTLED WATER,North Indian,cooldrinks,,1.0,LOW,32,broasted chicken.,Mughlai,275.0,WEAK,9.53,,9.53,29,swiggy_weighted_median_only,9,0.45,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"water bottle (1 ltr) @ 24 (rank 2352, score 0.57) | mineral water [1 litre] @ 25 (rank 564, score 0.57) | mineral water (1 ltr) @ 30 (rank 1337, score 0.56)","broasted chicken. @ 275 (rank 32, score 0.28) | hariyali tangdi @ 165 (rank 10, score 0.26) | pepper chicken @ 270 (rank 23, score 0.26)",Family/similar-market mapping; review before portal execution
140,5.43,,Other Charges,,other,,0.0,,,,,2631,cottage cheese,1,1,320.0,320.0,North Indian,OTHERS,North Indian,maxican & continental,,1.0,WEAK,32,broasted chicken.,Mughlai,275.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"cottage cheese @ 320 (rank 2631, score 0.35) | paneer achari @ 320 (rank 2638, score 0.32) | extra chole @ 100 (rank 137, score 0.31)","broasted chicken. @ 275 (rank 32, score 0.30) | andhra chicken @ 280 (rank 13, score 0.29) | pepper chicken @ 270 (rank 23, score 0.29)",Family/similar-market mapping; review before portal execution
141,5.15,HE-1156,Chicken Chatpata,Chicken Curry,chicken_gravy,250,238.1,Chicken Chatpata,235.0,Chicken Chatpata,320.0,944,chicken chatpata,8,8,230.0,230.0,North Indian,CURRY,Biryani,non veg main course,,,HIGH,47,chicken korma,Mughlai,270.0,MEDIUM,230.0,281.0,244.38,249,swiggy_weighted_median_plus_zomato_rank_adjusted,-1,-0.004,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"chicken chatpata @ 230 (rank 944, score 1.00) | chicken chatpata @ 200 (rank 2204, score 1.00) | chicken masala @ 225 (rank 313, score 0.68)","chicken korma @ 270 (rank 47, score 0.64) | chicken jahangiri @ 400 (rank 36, score 0.64) | chicken 65 @ 292 (rank 28, score 0.60)",Exact/direct
142,5.09,,Cold drink - 1Litre,Bane Marie,other,105,100.0,,,,,2275,cold coffee,2,2,133.0,133.0,North Indian,COLD COFFEE,North Indian,thickshakes,,1.0,LOW,34,curd rice,North Indian,140.0,WEAK,133.0,,133.0,129,swiggy_weighted_median_only,24,0.2286,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"cold coffee @ 133 (rank 2275, score 0.46) | cold badam milk @ 95 (rank 3151, score 0.44) | badam cold @ 144 (rank 2694, score 0.41)","curd rice @ 140 (rank 34, score 0.30) | curd rice @ 142 (rank 38, score 0.30) | non veg thali @ 221 (rank 25, score 0.25)",Family/similar-market mapping; review before portal execution
143,5.04,HE-1192,Mutton Brain Dry,Mutton Starters,other,160,152.38,Mutton Brain Dry,170.0,,,927,mutton dry,8,8,280.0,280.0,North Indian,DRY MAIN COURSE,Biryani,non veg starters,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,280.0,299.0,285.6,279,swiggy_weighted_median_plus_zomato_rank_adjusted,119,0.7438,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton dry @ 280 (rank 927, score 0.95) | mutton brain fry @ 250 (rank 610, score 0.85) | mutton pepper dry @ 205 (rank 734, score 0.77)","mutton burra @ 475 (rank 47, score 0.65) | special mutton haleem @ 299 (rank 13, score 0.54) | mutton haleem (gosht) @ 379 (rank 36, score 0.52)",Exact/direct
144,5.04,HE-1194,Mutton Gurda Dry,Mutton Starters,other,210,200.0,Mutton Gurda Dry,210.0,,,927,mutton dry,8,8,280.0,280.0,North Indian,DRY MAIN COURSE,Biryani,non veg starters,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,280.0,299.0,285.6,279,swiggy_weighted_median_plus_zomato_rank_adjusted,69,0.3286,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton dry @ 280 (rank 927, score 0.95) | mutton gurda (kidney) fry @ 200 (rank 2531, score 0.77) | mutton pepper dry @ 205 (rank 734, score 0.77)","mutton burra @ 475 (rank 47, score 0.65) | special mutton haleem @ 299 (rank 13, score 0.54) | mutton haleem (gosht) @ 379 (rank 36, score 0.50)",Exact/direct
145,4.48,HE-CM03-3,[HE-CM03-3] CM3 For Three — Rice+Dal,Indian,combo_rice_curry,359,341.9,,,,,146,ghee rice with dal fry,68,85,199.18,149.0,North Indian,OTHER RICE VARIETIES,North Indian,empire special thalis & combos,,1.0,LOW,,,,,WEAK,149.0,,149.0,149,swiggy_weighted_median_only,-210,-0.585,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"ghee rice with dal fry @ 149 (rank 146, score 0.53) | veg stew rice with mushroom @ 280 (rank 2711, score 0.34) | kadhi with rice @ 200 (rank 293, score 0.33)",,Family/similar-market mapping; review before portal execution
146,4.42,HE-CM03-1,[HE-CM03-1] CM3 For You — Rice+Dal,Indian,combo_rice_curry,139,132.38,,,,,146,ghee rice with dal fry,68,85,199.18,149.0,North Indian,OTHER RICE VARIETIES,North Indian,empire special thalis & combos,,1.0,LOW,,,,,WEAK,149.0,,149.0,149,swiggy_weighted_median_only,10,0.0719,NEAR_POS_VOLUME_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"ghee rice with dal fry @ 149 (rank 146, score 0.52) | veg stew rice with mushroom @ 280 (rank 2711, score 0.31) | kadhi with rice @ 200 (rank 293, score 0.30)",,Family/similar-market mapping; review before portal execution
147,4.42,HE-CM03-2,[HE-CM03-2] CM3 For Two — Rice+Dal,Indian,combo_rice_curry,259,246.67,,,,,146,ghee rice with dal fry,68,85,199.18,149.0,North Indian,OTHER RICE VARIETIES,North Indian,empire special thalis & combos,,1.0,LOW,,,,,WEAK,149.0,,149.0,149,swiggy_weighted_median_only,-110,-0.4247,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"ghee rice with dal fry @ 149 (rank 146, score 0.52) | veg stew rice with mushroom @ 280 (rank 2711, score 0.34) | kadhi with rice @ 200 (rank 293, score 0.32)",,Family/similar-market mapping; review before portal execution
148,4.24,HE-1187,Mutton Pepper (Roast),Mutton Starters,other,220,209.52,Mutton Pepper Roast,230.0,Mutton Pepper Roast,280.0,1355,kerala mutton pepper roast,4,4,625.0,625.0,North Indian,OTHER DRY STARTERS,North Indian,non vegetarian starters,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,425.0,299.0,390.2,389,swiggy_weighted_median_plus_zomato_rank_adjusted,169,0.7682,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"kerala mutton pepper roast @ 625 (rank 1355, score 1.00) | mutton roast @ 425 (rank 543, score 0.95) | mutton roast @ 220 (rank 2855, score 0.95)","mutton burra @ 475 (rank 47, score 0.62) | mutton haleem (gosht) @ 379 (rank 36, score 0.59) | special mutton haleem @ 299 (rank 13, score 0.55)",Exact/direct
149,4.19,HE-1238,Mutton Noodles,Noodles,other,230,219.05,Mutton Noodles,230.0,,,1502,mutton noodles,4,4,180.0,180.0,North Indian,NOODLES,Biryani,noodles,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,180.0,299.0,212.37,219,swiggy_weighted_median_plus_zomato_rank_adjusted,-11,-0.0478,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton noodles @ 180 (rank 1502, score 1.00) | mutton roast @ 425 (rank 543, score 0.67) | mutton liver @ 139 (rank 1797, score 0.67)","mutton burra @ 475 (rank 47, score 0.61) | mutton haleem (gosht) @ 379 (rank 36, score 0.61) | special mutton haleem @ 299 (rank 13, score 0.60)",Exact/direct
150,3.48,,Extra Bun,Extras,other,15,14.29,,,,,656,extra hummus,13,17,129.46,99.0,Arabic/Middleeast/Mediterranean,HUMMUS,Biryani,extra add on,,1.0,LOW,48,extra mandi rice,Biryani,269.0,LOW,45.0,269.0,123.62,119,swiggy_weighted_median_plus_zomato_rank_adjusted,104,6.9333,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,WEAK_MAPPING_DO_NOT_PRICE_FROM_THIS,"extra hummus @ 99 (rank 656, score 0.58) | extra egg @ 29 (rank 665, score 0.58) | extra dip @ 14 (rank 1876, score 0.58)","extra mandi rice @ 269 (rank 48, score 0.51) | prawns manchurian @ 330 (rank 13, score 0.27) | mutton burra @ 475 (rank 47, score 0.26)",Family/similar-market mapping; review before portal execution
151,3.42,HE-1152,Chicken Burtha,Chicken Curry,chicken_gravy,250,238.1,Chicken Burtha,265.0,,,2011,chicken mughlai,2,3,352.5,235.0,North Indian,CURRY,Biryani,non veg main course,,,MEDIUM,47,chicken korma,Mughlai,270.0,MEDIUM,370.0,281.0,336.39,329,swiggy_weighted_median_plus_zomato_rank_adjusted,79,0.316,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"chicken mughlai @ 235 (rank 2011, score 0.69) | chicken mughlai @ 190 (rank 2941, score 0.69) | chicken curry @ 370 (rank 201, score 0.69)","chicken korma @ 270 (rank 47, score 0.69) | chicken jahangiri @ 400 (rank 36, score 0.65) | chicken 65 @ 292 (rank 28, score 0.62)",Family/similar-market mapping; review before portal execution
152,3.39,HE-1197,Mutton Khima,Mutton Curry,other,230,219.05,Mutton Khima,230.0,,,2145,mutton khurma,2,2,240.0,240.0,North Indian,CURRY,Biryani,mutton gravy,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,236.0,299.0,258.24,249,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0826,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton khurma @ 240 (rank 2145, score 0.74) | mutton keema @ 180 (rank 581, score 0.72) | mutton kurma @ 236 (rank 780, score 0.72)","mutton burra @ 475 (rank 47, score 0.66) | special mutton haleem @ 299 (rank 13, score 0.61) | mutton haleem (gosht) @ 379 (rank 36, score 0.60)",Family/similar-market mapping; review before portal execution
153,3.38,HE-1182,Mutton Punjabi,Mutton Curry,other,230,219.05,Mutton Punjabi,240.0,,,2502,mutton punjabi,1,1,440.0,240.0,North Indian,CURRY,Biryani,mutton gravy,,,HIGH,47,mutton burra,Mughlai,475.0,MEDIUM,240.0,299.0,257.14,249,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0826,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton punjabi @ 240 (rank 2502, score 1.00) | mutton punjabi @ 300 (rank 2661, score 1.00) | mutton akbari @ 300 (rank 2065, score 0.69)","mutton burra @ 475 (rank 47, score 0.67) | special mutton haleem @ 299 (rank 13, score 0.58) | mutton haleem (gosht) @ 379 (rank 36, score 0.56)",Exact/direct
154,3.34,HE-1189,Mutton Tadka,Mutton Curry,other,230,219.05,Mutton Tadka,240.0,Mutton Tadka,295.0,2065,mutton akbari,2,2,300.0,300.0,North Indian,CURRY,Biryani,non veg main course,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,280.0,299.0,286.89,289,swiggy_weighted_median_plus_zomato_rank_adjusted,59,0.2565,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton akbari @ 300 (rank 2065, score 0.71) | mutton paya @ 300 (rank 2425, score 0.70) | mutton sukka @ 449 (rank 1106, score 0.69)","mutton burra @ 475 (rank 47, score 0.66) | special mutton haleem @ 299 (rank 13, score 0.59) | mutton haleem (gosht) @ 379 (rank 36, score 0.57)",Family/similar-market mapping; review before portal execution
155,3.33,HE-1179,Mutton Achari,Mutton Curry,other,230,219.05,Mutton Achari,240.0,Mutton Achari,295.0,2065,mutton akbari,2,2,300.0,300.0,North Indian,CURRY,Biryani,non veg main course,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,400.0,299.0,364.3,359,swiggy_weighted_median_plus_zomato_rank_adjusted,129,0.5609,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"mutton akbari @ 300 (rank 2065, score 0.73) | mutton chilli @ 250 (rank 1737, score 0.70) | mutton paya @ 300 (rank 2425, score 0.69)","mutton burra @ 475 (rank 47, score 0.65) | special mutton haleem @ 299 (rank 13, score 0.61) | mutton haleem (gosht) @ 379 (rank 36, score 0.59)",Family/similar-market mapping; review before portal execution
156,3.29,HE-1186,Mutton Kolhapuri,Mutton Curry,other,230,219.05,Mutton Kolhapuri,240.0,Mutton Kolhapuri,295.0,2065,mutton akbari,2,2,300.0,300.0,North Indian,CURRY,Biryani,non veg main course,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,239.0,299.0,260.88,249,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0826,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton akbari @ 300 (rank 2065, score 0.69) | mutton khurma @ 240 (rank 2145, score 0.69) | mutton dori @ 520 (rank 2451, score 0.69)","mutton burra @ 475 (rank 47, score 0.65) | special mutton haleem @ 299 (rank 13, score 0.59) | mutton haleem (gosht) @ 379 (rank 36, score 0.57)",Family/similar-market mapping; review before portal execution
157,3.25,,Mutton Kolhapuri Gravy,Mutton Curry,other,230,219.05,Mutton Kolhapuri,240.0,Mutton Kolhapuri,295.0,2085,mutton roast [semi gravy],2,2,280.0,280.0,North Indian,CURRY,Biryani,non veg starters,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,35.0,299.0,125.79,119,swiggy_weighted_median_plus_zomato_rank_adjusted,-111,-0.4826,MARKET_VOLUME_PRICE_BELOW_POS_CREATE_SMALLER_PORTION_OR_OFFER_PAY_PRICE,PORTION_OR_OFFER_GATE_REQUIRED,"mutton roast [semi gravy] @ 280 (rank 2085, score 0.73) | mutton khurma @ 240 (rank 2145, score 0.64) | mutton kurma @ 236 (rank 780, score 0.62)","mutton burra @ 475 (rank 47, score 0.62) | special mutton haleem @ 299 (rank 13, score 0.54) | mutton haleem (gosht) @ 379 (rank 36, score 0.53)",Family/similar-market mapping; review before portal execution
158,3.04,HE-1188,Mutton Kassa,Mutton Curry,other,230,219.05,Mutton Kassa,240.0,Mutton Kassa,295.0,2425,mutton paya,1,1,600.0,300.0,North Indian,SOUP,Biryani,special,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,236.0,299.0,258.99,249,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0826,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton paya @ 300 (rank 2425, score 0.70) | mutton dhansak @ 745 (rank 1879, score 0.70) | mutton roast @ 425 (rank 543, score 0.69)","mutton burra @ 475 (rank 47, score 0.66) | mutton haleem (gosht) @ 379 (rank 36, score 0.60) | special mutton haleem @ 299 (rank 13, score 0.59)",Family/similar-market mapping; review before portal execution
159,3.03,HE-1147,Chicken Dopiyaza,Chicken Curry,chicken_gravy,230,219.05,Chicken Dopiyaza,235.0,,,2552,chicken kadai,1,1,390.0,390.0,North Indian,CURRY,North Indian,indian,,,MEDIUM,47,chicken korma,Mughlai,270.0,MEDIUM,225.0,281.0,246.28,249,swiggy_weighted_median_plus_zomato_rank_adjusted,19,0.0826,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"chicken kadai @ 390 (rank 2552, score 0.67) | chicken chatpata @ 230 (rank 944, score 0.67) | chicken chatpata @ 200 (rank 2204, score 0.67)","chicken korma @ 270 (rank 47, score 0.67) | chicken jahangiri @ 400 (rank 36, score 0.61) | chicken 65 @ 292 (rank 28, score 0.60)",Family/similar-market mapping; review before portal execution
160,2.97,HE-1230,Aloo Gobi,Vegetarian,other,180,171.43,Aloo Gobi,180.0,Aloo Gobi,230.0,1728,aloo gobi,3,3,260.0,260.0,North Indian,DRY MAIN COURSE,North Indian,indian,,1.0,HIGH,48,gobi manchurian,North Indian,185.0,LOW,260.0,185.0,243.74,249,swiggy_weighted_median_plus_zomato_rank_adjusted,69,0.3833,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"aloo gobi @ 260 (rank 1728, score 1.00) | aloo gobi [ 230ml ] @ 408 (rank 1228, score 0.87) | aloo gobi adrakhi @ 400 (rank 1395, score 0.84)","gobi manchurian @ 185 (rank 48, score 0.45) | hariyali tangdi @ 165 (rank 10, score 0.29) | aloo dum biryani @ 287 (rank 35, score 0.27)",Exact/direct
161,2.96,HE-1183,Mutton Sagwala,Mutton Curry,other,230,219.05,Mutton Sagwala,240.0,,,2674,mutton shalimar,1,1,295.0,295.0,North Indian,CURRY,Biryani,non veg main course,,,MEDIUM,47,mutton burra,Mughlai,475.0,MEDIUM,236.0,335.0,271.73,269,swiggy_weighted_median_plus_zomato_rank_adjusted,39,0.1696,NEAR_POS_VOLUME_PRICE,USABLE_WITH_OPERATOR_REVIEW,"mutton shalimar @ 295 (rank 2674, score 0.69) | mutton paya @ 300 (rank 2425, score 0.68) | mutton sukka @ 449 (rank 1106, score 0.67)","mutton burra @ 475 (rank 47, score 0.64) | special mutton haleem @ 299 (rank 13, score 0.60) | mutton haleem (gosht) @ 379 (rank 36, score 0.58)",Family/similar-market mapping; review before portal execution
162,2.89,,Packaging Charges,,other,,0.0,,,,,1070,plain rice,7,8,108.57,95.0,North Indian,OTHER RICE VARIETIES,Biryani,rice and biryani,,1.0,WEAK,43,chicken haleem (murg),Biryani,299.0,WEAK,,,,,no_reliable_external_price,,,NO_EXTERNAL_PRICE_PROOF,NO_EXTERNAL_CONTEXT,"plain rice @ 95 (rank 1070, score 0.32) | plain rice @ 200 (rank 1461, score 0.32) | plain rice @ 295 (rank 1704, score 0.32)","chicken haleem (murg) @ 299 (rank 43, score 0.29) | andar bahar @ 165 (rank 32, score 0.28) | prawns manchurian @ 330 (rank 13, score 0.28)",Family/similar-market mapping; review before portal execution
163,2.11,HE-1202,Thethar Biryani,Biryani & Rice,biryani,270,257.14,,,,,1582,peas biryani,3,9,720.0,250.0,South Indian,BIRYANI,North Indian,main course,,1.0,MEDIUM,49,egg biryani,Biryani,255.0,MEDIUM,340.0,338.0,339.25,329,swiggy_weighted_median_plus_zomato_rank_adjusted,59,0.2185,AGGREGATOR_CAN_SUPPORT_HIGHER_PAY_PRICE_THAN_POS,HIGHER_PAY_PRICE_SUPPORTED_REVIEW_PORTION,"peas biryani @ 250 (rank 1582, score 0.61) | shahi biriyani @ 250 (rank 918, score 0.60) | egg biryani @ 340 (rank 60, score 0.59)","egg biryani @ 255 (rank 49, score 0.59) | fish biryani @ 338 (rank 3, score 0.58) | mushroom biryani @ 303 (rank 13, score 0.57)",Family/similar-market mapping; review before portal execution
